"measurement_record_id","test_run_id","measurement_area","metric_name","metric_value","unit","result_classification","mandatory_guardrail","guardrail_pass","reviewer_judgment","evidence_path","reviewer","notes"
"MR-EXT-FULL-002-02","TR-EXT-FULL-002","extraction outcome","result_status","success","status","observed","No","","Recorded for candidate comparison.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-002-FX-PDF-002.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-002-03","TR-EXT-FULL-002","extraction output","text_char_count","3675","characters","observed","No","","Successful extraction produced readable text; qualitative fidelity still requires review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-002-FX-PDF-002.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-002-04","TR-EXT-FULL-002","locator preservation","locator_count","3","locators","observed","No","","Structural locator count recorded; exact locator fidelity remains subject to manual review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-002-FX-PDF-002.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-002-05","TR-EXT-FULL-002","performance","elapsed_ms","42.757","milliseconds","observed","No","","Single-run local observation; first PDF includes startup/cache overhead and should not be treated as a stable average.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-002-FX-PDF-002.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-002-06","TR-EXT-FULL-002","resource use","memory_peak_delta_bytes","0","bytes","observed","No","","PHP-reported isolated-worker peak-memory delta.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-002-FX-PDF-002.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-002-07","TR-EXT-FULL-002","warning handling","warning_count","0","warnings","observed","No","","No warnings were recorded in the full readable-corpus run.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-002-FX-PDF-002.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-003-01","TR-EXT-FULL-003","full-corpus expectation","expectation_pass","True","boolean","passed","Yes","Yes","Readable-fixture extraction expectation was met.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-003-FX-PDF-003.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-003-02","TR-EXT-FULL-003","extraction outcome","result_status","success","status","observed","No","","Recorded for candidate comparison.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-003-FX-PDF-003.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-003-03","TR-EXT-FULL-003","extraction output","text_char_count","4128","characters","observed","No","","Successful extraction produced readable text; qualitative fidelity still requires review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-003-FX-PDF-003.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-003-04","TR-EXT-FULL-003","locator preservation","locator_count","2","locators","observed","No","","Structural locator count recorded; exact locator fidelity remains subject to manual review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-003-FX-PDF-003.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-003-05","TR-EXT-FULL-003","performance","elapsed_ms","48.422","milliseconds","observed","No","","Single-run local observation; first PDF includes startup/cache overhead and should not be treated as a stable average.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-003-FX-PDF-003.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-003-06","TR-EXT-FULL-003","resource use","memory_peak_delta_bytes","0","bytes","observed","No","","PHP-reported isolated-worker peak-memory delta.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-003-FX-PDF-003.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-003-07","TR-EXT-FULL-003","warning handling","warning_count","0","warnings","observed","No","","No warnings were recorded in the full readable-corpus run.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-003-FX-PDF-003.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-004-01","TR-EXT-FULL-004","full-corpus expectation","expectation_pass","True","boolean","passed","Yes","Yes","Readable-fixture extraction expectation was met.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-004-FX-PDF-004.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-004-02","TR-EXT-FULL-004","extraction outcome","result_status","success","status","observed","No","","Recorded for candidate comparison.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-004-FX-PDF-004.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-004-03","TR-EXT-FULL-004","extraction output","text_char_count","4748","characters","observed","No","","Successful extraction produced readable text; qualitative fidelity still requires review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-004-FX-PDF-004.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-004-04","TR-EXT-FULL-004","locator preservation","locator_count","3","locators","observed","No","","Structural locator count recorded; exact locator fidelity remains subject to manual review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-004-FX-PDF-004.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-004-05","TR-EXT-FULL-004","performance","elapsed_ms","44.941","milliseconds","observed","No","","Single-run local observation; first PDF includes startup/cache overhead and should not be treated as a stable average.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-004-FX-PDF-004.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-004-06","TR-EXT-FULL-004","resource use","memory_peak_delta_bytes","0","bytes","observed","No","","PHP-reported isolated-worker peak-memory delta.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-004-FX-PDF-004.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-004-07","TR-EXT-FULL-004","warning handling","warning_count","0","warnings","observed","No","","No warnings were recorded in the full readable-corpus run.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-004-FX-PDF-004.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-005-01","TR-EXT-FULL-005","full-corpus expectation","expectation_pass","True","boolean","passed","Yes","Yes","Readable-fixture extraction expectation was met.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-005-FX-PDF-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-005-02","TR-EXT-FULL-005","extraction outcome","result_status","success","status","observed","No","","Recorded for candidate comparison.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-005-FX-PDF-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-005-03","TR-EXT-FULL-005","extraction output","text_char_count","2739","characters","observed","No","","Successful extraction produced readable text; qualitative fidelity still requires review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-005-FX-PDF-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-005-04","TR-EXT-FULL-005","locator preservation","locator_count","1","locators","observed","No","","Structural locator count recorded; exact locator fidelity remains subject to manual review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-005-FX-PDF-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-005-05","TR-EXT-FULL-005","performance","elapsed_ms","43.956","milliseconds","observed","No","","Single-run local observation; first PDF includes startup/cache overhead and should not be treated as a stable average.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-005-FX-PDF-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-005-06","TR-EXT-FULL-005","resource use","memory_peak_delta_bytes","0","bytes","observed","No","","PHP-reported isolated-worker peak-memory delta.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-005-FX-PDF-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-005-07","TR-EXT-FULL-005","warning handling","warning_count","0","warnings","observed","No","","No warnings were recorded in the full readable-corpus run.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-005-FX-PDF-005.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-006-01","TR-EXT-FULL-006","full-corpus expectation","expectation_pass","True","boolean","passed","Yes","Yes","Readable-fixture extraction expectation was met.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-006-FX-PDF-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-006-02","TR-EXT-FULL-006","extraction outcome","result_status","success","status","observed","No","","Recorded for candidate comparison.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-006-FX-PDF-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-006-03","TR-EXT-FULL-006","extraction output","text_char_count","2191","characters","observed","No","","Successful extraction produced readable text; qualitative fidelity still requires review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-006-FX-PDF-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-006-04","TR-EXT-FULL-006","locator preservation","locator_count","1","locators","observed","No","","Structural locator count recorded; exact locator fidelity remains subject to manual review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-006-FX-PDF-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-006-05","TR-EXT-FULL-006","performance","elapsed_ms","45.316","milliseconds","observed","No","","Single-run local observation; first PDF includes startup/cache overhead and should not be treated as a stable average.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-006-FX-PDF-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-006-06","TR-EXT-FULL-006","resource use","memory_peak_delta_bytes","0","bytes","observed","No","","PHP-reported isolated-worker peak-memory delta.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-006-FX-PDF-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-006-07","TR-EXT-FULL-006","warning handling","warning_count","0","warnings","observed","No","","No warnings were recorded in the full readable-corpus run.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-006-FX-PDF-006.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-007-01","TR-EXT-FULL-007","full-corpus expectation","expectation_pass","True","boolean","passed","Yes","Yes","Readable-fixture extraction expectation was met.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-007-FX-PDF-007.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-007-02","TR-EXT-FULL-007","extraction outcome","result_status","success","status","observed","No","","Recorded for candidate comparison.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-007-FX-PDF-007.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-007-03","TR-EXT-FULL-007","extraction output","text_char_count","3784","characters","observed","No","","Successful extraction produced readable text; qualitative fidelity still requires review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-007-FX-PDF-007.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
"MR-EXT-FULL-007-04","TR-EXT-FULL-007","locator preservation","locator_count","2","locators","observed","No","","Structural locator count recorded; exact locator fidelity remains subject to manual review.",".local/ai-feasibility-spike/results/extraction/EX-LOCAL-PHP-001/full-20260715-215350/raw/TC-EXT-FULL-007-FX-PDF-007.json","Project team","EX-LOCAL-PHP-001 full readable-corpus extraction; local-only processing; no external transmission."
